id,name,description,address,suburb,locationType,type,lat,long,specialOffer,image,currentCapacity,ppe,artist,material,installDate
4343,KFC Queensland,www.kfcqld.com.au,4 Rangeview St,FORTITUDE VALLEY,business,Takeaway,-19.2464,146.6768,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4344,KFC Queensland,www.kfcqld.com.au,Valley Metro Retail Centre - 230 Brunswick St,JIMBOOMBA,business,Takeaway,-27.4558,153.034,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4345,KFC Queensland,www.kfcqld.com.au,73-77 Cerina Cct,MACKAY,business,Takeaway,-27.8365,153.0254,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4346,KFC Queensland,www.kfcqld.com.au,Caneland Central Shp Cnt,MT PLEASANT,business,Takeaway,-21.1383,149.178,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4347,KFC Queensland,www.kfcqld.com.au,Mt Pleasant Shp Cnt,NERANG,business,Takeaway,-21.1175,149.1598,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4348,KFC Queensland,www.kfcqld.com.au,11 Hinkler Dr,NORTH LAKES,business,Takeaway,-28.0083,153.3416,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4349,KFC Queensland,www.kfcqld.com.au,2 Mason St,SPRINGFIELD LAKES,business,Takeaway,-27.2396,153.0093,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4350,KFC Queensland,www.kfcqld.com.au,Orion Springfield Town Centre - 1 Main St,UPPER COOMERA,business,Takeaway,-27.6802,152.8987,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4351,KFC Queensland,www.kfcqld.com.au,195 Old Coach Rd,VICTORIA POINT,business,Takeaway,-27.8536,153.2993,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4352,KFC Queensland,www.kfcqld.com.au,439-447 Redland Bay Rd,WURTULLA,business,Takeaway,-27.5844,153.281,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4353,KFC Queensland,www.kfcqld.com.au,1 Piringa St,YAMANTO,business,Takeaway,-26.7587,153.1249,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4354,KFC Queensland,www.kfcqld.com.au,444 Warwick Rd,REDBANK,business,Takeaway,-27.6579,152.7454,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4355,KFC Queensland,www.kfcqld.com.au,1 Collingwood Dr,REDCLIFFE,business,Takeaway,-27.6056,152.8679,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4356,KFC Queensland,www.kfcqld.com.au,307 Oxley St,IPSWICH,business,Takeaway,-27.2322,153.1074,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4357,KFC Queensland,www.kfcqld.com.au,Riverlink Shp Cnt,ROBINA,business,Takeaway,-27.6076,152.7579,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4358,KFC Queensland,www.kfcqld.com.au,118-120 Robina Town Centre Dr,ROBINA,business,Takeaway,-28.0809,153.3857,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4359,KFC Queensland,www.kfcqld.com.au,Robina Town Cnt,NTH ROCKHAMPTON,business,Takeaway,-28.0816,153.3819,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4360,KFC Queensland,www.kfcqld.com.au,Stockland Shp Cnt - Drive Thru,ROCKHAMPTON,business,Takeaway,-23.3482,150.5227,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4361,KFC Queensland,www.kfcqld.com.au,cnr George/Archer Sts,ROMA,business,Takeaway,-23.3789,150.5043,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4362,KFC Queensland,www.kfcqld.com.au,cnr Quinton/Bowen Sts,RUNAWAY BAY,business,Takeaway,-26.5736,148.7864,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4363,KFC Queensland,www.kfcqld.com.au,Runaway Bay Shp Vlg,SMITHFIELD,business,Takeaway,-27.9109,153.4037,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4364,KFC Queensland,www.kfcqld.com.au,cnr McGregor Rd/Captain Cook Hwy,SOUTHPORT,business,Takeaway,-16.8206,145.6948,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4365,KFC Queensland,www.kfcqld.com.au,3 Frank St,SPRINGFIELD,business,Takeaway,-27.9434,153.4072,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4366,KFC Queensland,www.kfcqld.com.au,Orion Town Cnt,SPRINGWOOD,business,Takeaway,-27.6451,152.9146,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4367,KFC Queensland,www.kfcqld.com.au,cnr Pacific Hwy/Dennis St,EARLVILLE,business,Takeaway,-27.6217,153.1279,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4368,KFC Queensland,www.kfcqld.com.au,Stockland Shp Cnt,NTH ROCKHAMPTON,business,Takeaway,-16.9442,145.7401,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4369,KFC Queensland,www.kfcqld.com.au,Stockland Shp Cnt - Food Court,TOWNSVILLE,business,Takeaway,-23.3575,150.5232,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4370,KFC Queensland,www.kfcqld.com.au,Stockland Shp Cnt,STRATHPINE,business,Takeaway,-19.2991,146.7631,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4371,KFC Queensland,www.kfcqld.com.au,370 Gympie Rd,STRATHPINE,business,Takeaway,-27.3052,152.9889,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4372,KFC Queensland,www.kfcqld.com.au,Westfield Shp Cnt,SUNNYBANK,business,Takeaway,-27.3068,152.9934,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4373,KFC Queensland,www.kfcqld.com.au,Sunny Park Shp Cnt,SUNNYBANK,business,Takeaway,-27.5709,153.0649,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4374,KFC Queensland,www.kfcqld.com.au,Sunnybank Plaza Shp Cnt,SURFERS PARADISE,business,Takeaway,-27.57,153.0626,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4375,KFC Queensland,www.kfcqld.com.au,14 The Esplanade,TANNUM SANDS,business,Takeaway,-28.0087,153.4178,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4376,KFC Queensland,www.kfcqld.com.au,cnr Hampton Dr/Booth Ave,TOOWOOMBA,business,Takeaway,-23.9948,151.3851,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4377,KFC Queensland,www.kfcqld.com.au,869 Ruthven St,TWEED HEADS STH,business,Takeaway,-27.5844,151.9487,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4378,KFC Queensland,www.kfcqld.com.au,Tweed City Shp Cnt,TWEED HEADS,business,Takeaway,-28.2027,153.5449,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4379,KFC Queensland,www.kfcqld.com.au,cnr Minjungbal Dr/Shallow Bay Dr,WARWICK,business,Takeaway,-28.2059,153.5448,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4380,KFC Queensland,www.kfcqld.com.au,cnr Condamine/Albion Sts,HELENSVALE,business,Takeaway,-28.2124,152.0357,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4381,KFC Queensland,www.kfcqld.com.au,Westfield Shp Cnt,INDOOROOPILLY,business,Takeaway,-27.93,153.337,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4382,KFC Queensland,www.kfcqld.com.au,Indooroopilly Shp Cnt,WILSONTON,business,Takeaway,-27.4997,152.9729,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4383,KFC Queensland,www.kfcqld.com.au,cnr Bridge/Erin Sts,WYNNUM,business,Takeaway,-27.5448,151.9258,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4384,KFC Queensland,www.kfcqld.com.au,cnr Wynnum Rd/Capri Lane,YEPPOON,business,Takeaway,-27.4535,153.1558,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4385,KFC Queensland,www.kfcqld.com.au,BP Service Centre - cnr Rockhampton-Yeppoon Rd/Hoskyn Dr,CAIRNS,business,Takeaway,-23.1426,150.7354,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4386,KickArts Contemporary Arts Ltd,www.kickarts.org.au,96 Abbott St,CAIRNS,business,Art Galleries,-16.9182,145.7747,Free entry to galleries and 5% discount on sales. Excludes fine arts.,,,,,,
4387,KickArts Contemporary Arts Ltd,www.kickarts.org.au,96 Abbott St,MACKAY,business,Gifts and Homewares,-16.9182,145.7747,Free entry to galleries and 5% discount on sales. Excludes fine arts.,,,,,,
4388,Kidney Support Network,www.ksn.org.au,Shop 1 235 Shakespeare St,,business,Home Care Aids and Equipment,-21.1477,149.1846,10% off medical equipment.,,,,,,
4389,Kidzwear Online Factory Outlet,www.kidzwearonline.com.au,,PARKINSON,business,Children and Babies,,,10% discount online shopping. Apply code 'seniorsqld' at checkout.,,,,,,
4390,Kinect Physiotherapy,www.kinectphysio.com.au,280 Nottingham Rd,PARKINSON,business,Acupuncturists,-27.6274,153.0279,"Discount off physiotherapy, acupuncture and massage.",,,,,,
4391,Kinect Physiotherapy,www.kinectphysio.com.au,280 Nottingham Rd,PARKINSON,business,Massage,-27.6274,153.0279,"Discount off physiotherapy, acupuncture and massage.",,,,,,
4392,Kinect Physiotherapy,www.kinectphysio.com.au,280 Nottingham Rd,BRISBANE - ALL AREAS,business,Physiotherapists,-27.6274,153.0279,"Discount off physiotherapy, acupuncture and massage.",,,,,,
4393,King Seals,www.kingseals.com.au,Mobile Service,BUDERIM,business,Refrigeration Sales and Services,-27.6201,152.9584,"$15 discount on fridge, freezer and dishwasher seal installations.",,,,,,
4394,King Street Music School,http://www.kingstmusic.com.au,35 King St,KINGAROY,business,"Education, Training and Personal Development",-26.6824,153.0591,$20.00 private lessons. Working with local community to offer affordable and easily accessible music tuition. Alleviate cognitive decline - Call Now.,,,,,,
4395,Repco Authorised Service Centre,www.repcoservice.com,Kingaroy Brake & Radiator Service - 29 King St,KINGAROY,business,Repairs and Servicing,-26.5383,151.8392,10% off major service labour only. Show card when booking.,,,,,,
4396,Kingaroy Funerals,www.kingaroyfuneralservices.com.au,69 Youngman St,KINGAROY,business,Funeral Services,-26.5436,151.8354,12% off professional fee. Free pre-planning service.,,,,,,
4397,Kingaroy Toyworld,www.toyworld.com.au,158 Haly St,KINGAROY,business,Toys,-26.539,151.839,10% discount on regularly marked prices.,,,,,,
4398,Kingaroy Wholistic Health,,1 Gabbee St,SURFERS PARADISE,business,Acupuncturists,-26.5411,151.8462,$10 off acupuncture/naturopathic consultation.,,,,,,
4399,Crown Currency Exchange,http://www.crowncurrency.com.au/,Kings Currency Exchange - 38 Orchid Ave,HAMILTON,business,Currency Exchanges,-27.9993,153.4292,Commission free and special rate on foreign cash transaction.,,,,,,
4400,Kingsford Riverside Inn,www.budgetaccommodation.com.au,114 Kingsford Smith Dr,MANGO HILL,business,Accommodation,-27.4398,153.0489,10% discount.,,,,,,
4401,Kinique Natural Therapies,www.kinique.com,5 Kinsellas Rd West,WEST IPSWICH,business,Natural Therapies,-27.23,153.0301,10% discount. Mobile service available up to 25kms.,,,,,,
4402,Repco Authorised Service Centre,www.repcoservice.com,Kinnane's Car Clinic - 13 Pound St,KIPPA-RING,business,Repairs and Servicing,-27.6225,152.7493,10% off major service labour only. Show card when booking.,,,,,,
4403,Kippa-Ring Shoe Repairs,,Peninsula Fair Shp Cnt,KIPPA-RING,business,Footwear Repairs,-27.2255,153.0883,"10% off all shoe repairs, key cutting and engraving.",,,,,,
4404,Kippa-Ring Shoe Repairs,,Peninsula Fair Shp Cnt,KIPPA-RING,business,Key Cutting and Engraving,-27.2255,153.0883,"10% off all shoe repairs, key cutting and engraving.",,,,,,
4405,Greencross Vets Kippa-Ring,www.greencrossvet.com.au,381 Anzac Ave,COOLANGATTA,business,Veterinarians,-27.22,153.0793,5% discount on all products and services.,,,,,,
4406,Kirra Mechanical,,13 Appel St,TOWNSVILLE,business,Repairs and Servicing,-28.1716,153.5279,10% discount on all servicing and repairs.,,,,,,
4407,Kirwan Tavern,www.kirwantavern.com.au,154 Thuringowa Dr,,business,"Clubs, Hotels and Taverns",-19.3145,146.7286,10% off bistro menu. Excludes seniors menu & other offers.,,,,,,
4408,KISA,www.kisa.com.au,,BRISBANE,business,Mobile Phones and Accessories,,,15% discount on the phone at purchase.,,,,,,
4409,Kiss Photography,kissphotography.com.au,Mobile Service,GOLD COAST,business,Photographic Products and Services,-27.4678,153.0281,10% discount on fine art prints.,,,,,,
4410,Kiss Photography,kissphotography.com.au,Mobile Service,LOGAN & IPSWICH AREAS,business,Photographic Products and Services,-27.9983,153.3344,10% discount on fine art prints.,,,,,,
4411,Kiss Photography,kissphotography.com.au,Mobile Service,TOOWOOMBA,business,Photographic Products and Services,-27.6726,153.0516,10% discount on fine art prints.,,,,,,
4412,Kitchener Street Dental,www.kitchenerstreetdental.com.au,19 Kitchener St,SLACKS CREEK,business,Dentists,-27.5654,151.9607,10% discount off the gap on all general/major dental.,,,,,,
4413,Repco Authorised Service Centre,www.repcoservice.com,Kiwi French Automotive - U 1 3 Monte St,TINANA,business,Repairs and Servicing,-27.6413,153.1338,10% off major service labour only. Show card when booking.,,,,,,
4414,Klein Signs,www.kleinsigns.net,11 Kelvin Grove St,WYNNUM WEST,business,Graphic Artists and Designers,-25.5519,152.6747,10% discount on items under $300.,,,,,,
4415,Knit & Yarn,http://knitnyarn.com.au,210 Kianawah Rd,,business,Sheepskin and Wool Products,-27.4533,153.1443,"10% off any yarn purchase on presentation of your card. If shopping online, please contact us for your personalised discount code.",,,,,,
